City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
213,Sabha,LY,2021-06-06 23:07:20,27.0377,14.4283,82.11,18,60,12.55
214,Port Hardy,CA,2021-06-06 23:11:51,50.6996,-127.4199,54.28,66,100,7.74
215,Paita,PE,2021-06-06 23:11:51,-5.0892,-81.1144,68.29,80,90,15.12
216,Werda,BW,2021-06-06 23:11:52,-25.2667,23.2833,50.4,48,0,11.86
217,Makakilo City,US,2021-06-06 23:11:52,21.3469,-158.0858,82.72,54,40,12.66
218,High Level,CA,2021-06-06 23:11:52,58.5169,-117.136,65.23,30,100,8.99
219,Rawson,AR,2021-06-06 23:11:52,-43.3002,-65.1023,49.62,51,53,21.47
220,Benjamin Constant,BR,2021-06-06 23:11:53,-4.3831,-70.0311,75.04,97,96,1.63
221,Ternate,ID,2021-06-06 23:11:53,0.8,127.4,81.32,76,98,1.43
222,Kavaratti,IN,2021-06-06 23:10:38,10.5669,72.642,82.08,78,100,12.5
223,Guaratinga,BR,2021-06-06 23:11:54,-16.5667,-39.5667,74.07,96,3,2.73
224,Jieshi,CN,2021-06-06 23:11:54,22.8134,115.8257,77.27,80,20,16.91
225,Nishihara,JP,2021-06-06 23:08:21,26.1842,127.7558,75.25,91,90,6.17
226,Beringovskiy,RU,2021-06-06 23:11:54,63.05,179.3167,34.68,99,100,4.63
227,Raudeberg,NO,2021-06-06 23:11:55,61.9875,5.1352,52.47,95,8,7.18
228,Susanville,US,2021-06-06 23:11:55,40.4163,-120.653,82.24,21,1,20.0
229,Rafraf,TN,2021-06-06 23:11:56,37.1904,10.1837,70.11,90,27,16.49
230,Aykino,RU,2021-06-06 23:11:56,62.2248,49.9922,48.43,82,59,6.69
231,Doha,QA,2021-06-06 23:08:29,25.2867,51.5333,93.18,62,0,4.61
232,Coro,VE,2021-06-06 23:11:56,11.4045,-69.6734,78.17,86,100,15.28
233,Coquimbo,CL,2021-06-06 23:08:15,-29.9533,-71.3436,55.13,87,90,6.53
